Logistic Regression,Random Forest,K-Nearest Neighbors,Support Vector Machine
0.8906783673886878,0.9792736626568963,0.9537833527747599,0.9720109685153663
0.855351564442801,0.8958634470496808,0.8421309299748513,0.8819687636584351
0.7229207903099384,0.9984549244890338,0.9964329579839879,0.9977007608987847
0.6929781687846204,0.9998778103616812,0.998802541544477,0.9984848484848484
0.9946763702424469,0.9994950534575896,0.9855665845064774,1.0
0.9945723931623931,0.9979785601577909,0.9998643984220907,0.9999013806706115
